run_id,sample_id,assay,model,direction,dose,study_ran_for_days,replicates,replicate,seed,protein_layers,measurements_filename,measurements_relpath,measurements_file_id,measurements_url
839f9ce9979346e6b706da5522586343,cancer_839f9ce99793_r0,Drug screen,cell_culture_cancer,down,5.0,20,2,0,1,104,cancer_839f9ce99793_r0_protein_screen_measurements.csv,results/cancer_839f9ce99793_r0_protein_screen_measurements.csv,221c7fb5bc03,/api/omics/file?player_id=bench_1768501261_0bd58d91&file_id=221c7fb5bc03
839f9ce9979346e6b706da5522586343,cancer_839f9ce99793_r1,Drug screen,cell_culture_cancer,down,5.0,20,2,1,98,104,cancer_839f9ce99793_r1_protein_screen_measurements.csv,results/cancer_839f9ce99793_r1_protein_screen_measurements.csv,20d1f49fb971,/api/omics/file?player_id=bench_1768501261_0bd58d91&file_id=20d1f49fb971
