run_id,sample_id,assay,model,direction,dose,study_ran_for_days,replicates,replicate,seed,protein_layers,measurements_filename,measurements_relpath,measurements_file_id,measurements_url
cd8619d1b26b46748f97b25b445e2124,cancer_cd8619d1b26b_r0,Drug screen,cell_culture_cancer,up,5.0,20,1,0,1,104,cancer_cd8619d1b26b_r0_protein_screen_measurements.csv,results/cancer_cd8619d1b26b_r0_protein_screen_measurements.csv,18c37a33789d,/api/omics/file?player_id=bench_1768503904_43616555&file_id=18c37a33789d
