sample_id,rna_1,rna_2,rna_3,rna_4,rna_5,rna_6,rna_7,rna_8,rna_9,rna_10,rna_11,rna_12,rna_13,rna_14,rna_15,rna_16,rna_17,rna_18,rna_19,rna_20,rna_21,rna_22,rna_23,rna_24,rna_25,rna_26,rna_27,rna_28,rna_29,rna_30,rna_31,rna_32,rna_33,rna_34,rna_35,rna_36,rna_37,rna_38,rna_39,rna_40,rna_41,rna_42,rna_43,rna_44,rna_45,rna_46,rna_47,rna_48,rna_49,rna_50,rna_51,rna_52,rna_53,rna_54,rna_55,rna_56,rna_57,rna_58,rna_59,rna_60,rna_61,rna_62,rna_63,rna_64,rna_65,rna_66,rna_67,rna_68,rna_69,rna_70,rna_71,rna_72,rna_73,rna_74,rna_75,rna_76,rna_77,rna_78,rna_79,rna_80,rna_81,rna_82,rna_83,rna_84,rna_85,rna_86,rna_87,rna_88,rna_89,rna_90,rna_91,rna_92,rna_93,rna_94,rna_95,rna_96,rna_97,rna_98,rna_99,rna_100,rna_101,rna_102,rna_103,rna_104
cancer_r1_37bd57f01967,3448524,3759772,3638349,3638048,3655316,4367616,2793135,3669566,4030276,2876037,3662744,3122485,4144185,3403133,3444621,3851364,3332368,5091274,3806318,3717542,3463400,3821562,3151741,3674841,3265414,4046664,4151605,4131437,4198935,3684187,4463413,3553746,4841683,3689804,4424702,3936706,3326502,4030299,3849820,3447495,3284456,3698154,3759180,3442917,3160738,3938631,2906758,4214194,4255501,3753704,3089742,4223377,4036475,3900730,3569641,2967880,3179349,4105138,5505720,3411330,3931428,4353772,2338053,3419736,3406109,4619307,3845795,3799036,3792339,3330208,4054770,3564172,4141270,3894380,4393410,3686468,3287569,3389020,3125664,3832235,4101326,4151681,4738361,3675300,3612674,3601123,4054873,4187606,2816377,4174080,4044662,3539860,4511563,3484739,3661873,3987986,4548713,4284531,4389627,3815097,428,516,494,428
