sample_id,rna_1,rna_2,rna_3,rna_4,rna_5,rna_6,rna_7,rna_8,rna_9,rna_10,rna_11,rna_12,rna_13,rna_14,rna_15,rna_16,rna_17,rna_18,rna_19,rna_20,rna_21,rna_22,rna_23,rna_24,rna_25,rna_26,rna_27,rna_28,rna_29,rna_30,rna_31,rna_32,rna_33,rna_34,rna_35,rna_36,rna_37,rna_38,rna_39,rna_40,rna_41,rna_42,rna_43,rna_44,rna_45,rna_46,rna_47,rna_48,rna_49,rna_50,rna_51,rna_52,rna_53,rna_54,rna_55,rna_56,rna_57,rna_58,rna_59,rna_60,rna_61,rna_62,rna_63,rna_64,rna_65,rna_66,rna_67,rna_68,rna_69,rna_70,rna_71,rna_72,rna_73,rna_74,rna_75,rna_76,rna_77,rna_78,rna_79,rna_80,rna_81,rna_82,rna_83,rna_84,rna_85,rna_86,rna_87,rna_88,rna_89,rna_90,rna_91,rna_92,rna_93,rna_94,rna_95,rna_96,rna_97,rna_98,rna_99,rna_100,rna_101,rna_102,rna_103,rna_104
cancer_r0_37bd57f01967,13960367,16655783,19475591,18124689,16178741,20197244,21550177,18930019,20363428,18381830,24539421,18225567,16590470,21333269,19114043,12259608,16419816,19618942,17698246,18949044,22889757,19392172,18318754,20478879,18306478,19492078,20778997,14807367,16400921,13932272,20830967,13657038,19764991,23454284,19836806,22896734,17892566,23751116,20969315,19823926,16809338,22783437,17326905,19476163,15718026,18856181,20968211,18037041,18228103,16825662,18572191,19479639,23165606,13923986,17289548,13406612,21877009,16363395,18985720,24903863,21002251,23982454,22778885,18361056,23190457,18066459,20195129,16486381,26257694,17422433,15520795,21231459,19775457,19252283,18171145,19170332,17622049,17992844,17804091,21132226,23783708,21259990,19230848,21920628,19288989,18115592,21086940,25274489,25311468,17861880,20905725,19897526,23527617,21810312,16410024,15861556,21766493,20590064,19612363,18148105,2197,2037,2282,1620
