sample_id,rna_1,rna_2,rna_3,rna_4,rna_5,rna_6,rna_7,rna_8,rna_9,rna_10,rna_11,rna_12,rna_13,rna_14,rna_15,rna_16,rna_17,rna_18,rna_19,rna_20,rna_21,rna_22,rna_23,rna_24,rna_25,rna_26,rna_27,rna_28,rna_29,rna_30,rna_31,rna_32,rna_33,rna_34,rna_35,rna_36,rna_37,rna_38,rna_39,rna_40,rna_41,rna_42,rna_43,rna_44,rna_45,rna_46,rna_47,rna_48,rna_49,rna_50,rna_51,rna_52,rna_53,rna_54,rna_55,rna_56,rna_57,rna_58,rna_59,rna_60,rna_61,rna_62,rna_63,rna_64,rna_65,rna_66,rna_67,rna_68,rna_69,rna_70,rna_71,rna_72,rna_73,rna_74,rna_75,rna_76,rna_77,rna_78,rna_79,rna_80,rna_81,rna_82,rna_83,rna_84,rna_85,rna_86,rna_87,rna_88,rna_89,rna_90,rna_91,rna_92,rna_93,rna_94,rna_95,rna_96,rna_97,rna_98,rna_99,rna_100,rna_101,rna_102,rna_103,rna_104
cancer_r2_37bd57f01967,10264022,11972100,9976290,12416573,10934056,11092718,9243952,10975504,9911345,11539029,9870087,12055677,11635880,8953348,10168386,10115019,10704880,12473831,10071280,12672124,12874900,10542585,10184964,11931659,10650769,13664342,10632595,7653091,10766592,12022169,10461300,8988633,12480146,8770430,10732131,10337892,10562053,11375709,13015262,12519348,11899726,12146086,13452018,11612618,13557869,10373443,10123405,10768648,13996193,10841815,11841595,9759062,11632118,10034911,11579213,11281553,11475654,10309975,11236489,9027418,13571006,11405263,12028114,13441583,12829642,10198782,12217750,10210689,8360810,11690956,12657505,8867050,10666050,12351137,6445117,12486842,10450061,9483236,12040981,11399089,11587805,12903485,9689358,10142307,12473016,9630575,12840348,12536475,11997737,12018897,9336406,10807536,12787312,9726173,10316384,9581217,11234556,8875099,11872479,12710228,1239,1512,940,1014
