day,morphology,oxygen_levels,glucose_levels,morphology_death,glucose_death,oxygen_death,H2O_levels,NH4Cl_levels,KH2PO4_levels,MgSO4_levels,NaCl_levels,CaCl2_levels,FeSO4_levels,ZnCl2_levels,nutrients_death,toxin_in_blood,toxin_death
0,0.975278720309755,4173.10986328125,7.0912699699401855,0.0,0.0,0.0,24.19841194152832,93.01587677001953,60.29497528076172,22.367725372314453,60.85978698730469,31.839946746826172,26.034391403198242,73.70899200439453,0.0,0.0,0.0
1,0.9707602339176555,4287.11376953125,7.025132179260254,0.0,0.0,0.0,24.070106506347656,94.38624572753906,61.26719665527344,22.18915367126465,61.431217193603516,36.707672119140625,25.9431209564209,74.23015594482422,0.0,0.0,0.0
2,0.9687499999995269,4368.29345703125,7.056878089904785,0.0,0.0,0.0,24.453702926635742,93.07010650634766,59.965606689453125,22.08730125427246,61.349205017089844,39.22618865966797,25.94444465637207,74.01190185546875,0.0,0.0,0.0
3,0.9757751937979768,4449.2607421875,7.07539701461792,0.0,0.0,0.0,24.6931209564209,94.4179916381836,61.35317611694336,22.436508178710938,62.534393310546875,42.75396728515625,25.77645492553711,74.59391784667969,0.0,0.0,0.0
4,0.9742843279956457,4516.14794921875,7.152116298675537,0.0,0.0,0.0,24.88624382019043,93.39946746826172,60.57143020629883,22.150793075561523,62.36772537231445,41.52381134033203,25.719575881958008,74.17327880859375,0.0,0.0,0.0
5,0.9687499999995269,4571.77001953125,7.396825313568115,0.0,0.0,0.0,25.1455020904541,94.63888549804688,61.92856979370117,22.97089958190918,63.480159759521484,44.3862419128418,25.703702926635742,75.07672119140625,0.0,0.0,0.0
6,0.9737609329441332,4661.77099609375,7.370370388031006,0.0,0.0,0.0,25.287036895751953,93.19312286376953,60.57143020629883,21.71825408935547,62.69312286376953,43.43783187866211,25.538360595703125,74.14153289794922,0.0,0.0,0.0
7,0.9752547307127728,4739.47216796875,7.4285712242126465,0.0,0.0,0.0,25.563491821289062,94.39814758300781,61.61507797241211,22.158729553222656,63.76322937011719,45.35317611694336,25.300264358520508,74.78836059570312,0.0,0.0,0.0
8,0.9899899899894945,4827.58203125,7.412698268890381,0.0,0.0,0.0,25.488094329833984,93.6693115234375,61.645503997802734,22.038360595703125,63.595237731933594,44.912696838378906,25.1044979095459,74.53836059570312,0.0,0.0,0.0
9,0.9935162094758138,4572.88232421875,6.507936477661133,0.0,0.0,0.0,24.38888931274414,89.45105743408203,58.7896842956543,20.157407760620117,60.570106506347656,45.119049072265625,23.77777862548828,70.02116394042969,0.0,0.0,0.0
10,0.999007936507441,4740.83056640625,6.903439044952393,0.0,0.0,0.0,24.882274627685547,90.9854507446289,60.03042221069336,21.0238094329834,61.34788513183594,44.933860778808594,24.010581970214844,71.75396728515625,0.0,0.0,0.0
11,0.9935097353964086,4795.52001953125,6.780423164367676,0.0,0.0,0.0,23.908729553222656,89.93782806396484,60.06745910644531,20.369047164916992,60.91005325317383,41.933860778808594,23.297618865966797,70.41402435302734,0.0,0.0,0.0
12,0.984382871536028,4902.7197265625,6.8240742683410645,0.0,0.0,0.0,24.437829971313477,90.3968276977539,60.80687713623047,20.658729553222656,61.22222137451172,42.58201217651367,23.341270446777344,71.12698364257812,0.0,0.0,0.0
13,0.9970149253726384,4981.58056640625,6.798941612243652,0.0,0.0,0.0,23.835979461669922,90.48809814453125,61.27381134033203,20.257936477661133,61.06745910644531,41.421958923339844,22.646825790405273,70.4417953491211,0.0,0.0,0.0
14,0.9970297029698034,5045.98388671875,6.73544979095459,0.0,0.0,0.0,23.492063522338867,90.11772155761719,61.953704833984375,20.36111068725586,61.256614685058594,41.02645492553711,22.533069610595703,70.4854507446289,0.0,0.0,0.0
15,0.9905331340303983,5143.37158203125,6.789682388305664,0.0,0.0,0.0,23.28174591064453,90.65740966796875,62.44047546386719,20.08730125427246,61.31216812133789,40.1362419128418,21.964284896850586,70.29629516601562,0.0,0.0,0.0
16,0.987999999999506,5216.95361328125,6.739418029785156,0.0,0.0,0.0,23.068782806396484,90.4854507446289,63.145503997802734,20.095237731933594,61.489418029785156,39.2023811340332,21.820106506347656,70.48015594482422,0.0,0.0,0.0
17,0.9940357852877764,5300.2724609375,6.705026626586914,0.0,0.0,0.0,22.86111068725586,90.56745910644531,63.48280334472656,19.855819702148438,61.46428680419922,38.50396728515625,21.292327880859375,70.0661392211914,0.0,0.0,0.0
18,0.9874812218322546,5365.34375,6.7089948654174805,0.0,0.0,0.0,22.617725372314453,90.08597564697266,63.71428680419922,19.742063522338867,61.29497528076172,37.54894256591797,21.041006088256836,69.94312286376953,0.0,0.0,0.0
19,0.9910179640713618,5438.55029296875,6.592592716217041,0.0,0.0,0.0,22.39285659790039,90.39550018310547,64.11772155761719,19.66534423828125,61.61507797241211,36.703704833984375,20.660053253173828,69.98412322998047,0.0,0.0,0.0
