run_id,sample_id,assay,model,direction,dose,study_ran_for_days,replicates,replicate,seed,protein_layers,measurements_filename,measurements_relpath,measurements_file_id,measurements_url
1c503a749c4d4c97a378ede26fbd40da,cancer_1c503a749c4d_r0,Drug screen,cell_culture_cancer,down,5.0,40,1,0,1,104,cancer_1c503a749c4d_r0_protein_screen_measurements.csv,results/cancer_1c503a749c4d_r0_protein_screen_measurements.csv,c2f66ffd8c14,/api/omics/file?player_id=bench_1768503904_43616555&file_id=c2f66ffd8c14
